first_name,last_name,dob,full_name,normalized_name,normalized_name_df2,nick_name,height,weight,reach,stance,is_active
Daisuke,Sugie,,Daisuke Sugie,daisuke sugie,daisuke sugie,Amazon,66.0,160.0,,Orthodox,False
Dakota,Bush,1994-06-09,Dakota Bush,dakota bush,dakota bush,,70.0,155.0,73.0,Orthodox,False
Dakota,Cochrane,1986-05-01,Dakota Cochrane,dakota cochrane,dakota cochrane,,68.0,155.0,,,False
Dakota,Hope,1997-01-29,Dakota Hope,dakota hope,dakota hope,Huracan,66.0,155.0,68.0,,True
Dalcha,Lungiambula,1987-07-31,Dalcha Lungiambula,dalcha lungiambula,dalcha lungiambula,Champion,68.0,185.0,76.0,Orthodox,False
Dale,Hartt,1979-04-04,Dale Hartt,dale hartt,dale hartt,,70.0,155.0,69.0,Orthodox,False
Damacio,Page,1982-09-30,Damacio Page,damacio page,damacio page,The Angel of Death,66.0,135.0,66.0,Orthodox,False
Damian,Grabowski,1980-05-12,Damian Grabowski,damian grabowski,damian grabowski,The Polish Pitbull,73.0,241.0,75.0,Orthodox,False
Damian,Pinas,2002-03-12,Damian Pinas,damian pinas,damian pinas,The Baba Yaga,,185.0,,,True
Damian,Stasiak,1990-02-20,Damian Stasiak,damian stasiak,damian stasiak,Webster,65.0,135.0,70.0,Orthodox,False
Damien,Brown,1984-12-25,Damien Brown,damien brown,damien brown,Beatdown,70.0,155.0,68.0,Orthodox,False
Damien,Trites,1979-08-23,Damien Trites,damien trites,damien trites,The Omen,71.0,165.0,,,False
Damion,Douglas,,Damion Douglas,damion douglas,damion douglas,,,170.0,,,False
Damir,Hadzovic,1986-08-08,Damir Hadzovic,damir hadzovic,damir hadzovic,The Bosnian Bomber,69.0,155.0,70.0,Orthodox,True
Damir,Ismagulov,1991-02-03,Damir Ismagulov,damir ismagulov,damir ismagulov,Qazaq,70.0,155.0,74.0,Orthodox,False
Damir,Mirenic,2074-08-02,Damir Mirenic,damir mirenic,damir mirenic,Wolf,72.0,185.0,,Orthodox,False
Damon,Jackson,1988-08-08,Damon Jackson,damon jackson,damon jackson,The Leech,71.0,155.0,71.0,Switch,False
Damon,Wilson,1993-04-29,Damon Wilson,damon wilson,damon wilson,The Nomad,69.0,145.0,69.0,Switch,False
Damonte,Robinson,1995-06-10,Damonte Robinson,damonte robinson,damonte robinson,,72.0,155.0,77.0,,False
Dan,Argueta,1993-08-13,Dan Argueta,dan argueta,dan argueta,The Determined,67.0,135.0,68.0,Southpaw,False
Dan,Barrera,1980-12-23,Dan Barrera,dan barrera,dan barrera,The Fireman,69.0,170.0,,Orthodox,False
Dan,Bobish,2070-01-26,Dan Bobish,dan bobish,dan bobish,,74.0,345.0,,Southpaw,False
Dan,Charles,1985-09-24,Dan Charles,dan charles,dan charles,The Man,74.0,228.0,,,False
Dan,Christison,2072-04-26,Dan Christison,dan christison,dan christison,The Sandman,80.0,265.0,,Orthodox,False
Dan,Cramer,1985-10-31,Dan Cramer,dan cramer,dan cramer,,74.0,170.0,,Orthodox,False
Dan,Evensen,2074-06-01,Dan Evensen,dan evensen,dan evensen,The Viking,75.0,250.0,,Orthodox,False
Dan,Hardy,1982-05-17,Dan Hardy,dan hardy,dan hardy,The Outlaw,72.0,170.0,74.0,Orthodox,False
Dan,Henderson,2070-08-24,Dan Henderson,dan henderson,dan henderson,Hendo,71.0,185.0,74.0,Orthodox,False
Dan,Hooker,1990-02-13,Dan Hooker,dan hooker,dan hooker,The Hangman,72.0,155.0,75.0,Switch,True
Dan,Ige,1991-08-06,Dan Ige,dan ige,dan ige,100K,67.0,145.0,71.0,Orthodox,True
Dan,Lauzon,1988-03-30,Dan Lauzon,dan lauzon,dan lauzon,The Upgrade,70.0,155.0,,Orthodox,False
Dan,Manasoiu,,Dan Manasoiu,dan manasoiu,dan manasoiu,,,,,,False
Dan,Miller,1981-06-30,Dan Miller,dan miller,dan miller,,73.0,185.0,74.0,Orthodox,False
Dan,Molina,1984-06-14,Dan Molina,dan molina,dan molina,,70.0,216.0,,,False
Dan,Moret,1986-11-21,Dan Moret,dan moret,dan moret,The Hitman,72.0,155.0,73.0,Southpaw,False
Dan,O'Connor,1982-11-17,Dan O'Connor,dan o connor,dan o connor,Johnny Irish,64.0,115.0,,,False
Dan,Severn,2058-06-08,Dan Severn,dan severn,dan severn,The Beast,74.0,250.0,,Southpaw,False
Dan,Stittgen,1980-11-17,Dan Stittgen,dan stittgen,dan stittgen,The Anvil,73.0,170.0,,Orthodox,False
Daniel,Acacio,1977-12-27,Daniel Acacio,daniel acacio,daniel acacio,,68.0,180.0,,Orthodox,False
Daniel,Allen,1992-08-10,Daniel Allen,daniel allen,daniel allen,,72.0,155.0,75.0,Southpaw,False
Daniel,Barez,1988-12-10,Daniel Barez,daniel barez,daniel barez,,66.0,125.0,66.0,Orthodox,True
Daniel,Cormier,1979-03-20,Daniel Cormier,daniel cormier,daniel cormier,DC,71.0,235.0,72.0,Orthodox,False
Daniel,Frunza,1994-04-13,Daniel Frunza,daniel frunza,daniel frunza,,73.0,170.0,73.0,Orthodox,True
Daniel,Gallemore,,Daniel Gallemore,daniel gallemore,daniel gallemore,Big Kansas,77.0,265.0,,,False
Daniel,Gracie,,Daniel Gracie,daniel gracie,daniel gracie,,74.0,225.0,,Orthodox,False
Daniel,Jolly,1984-09-03,Daniel Jolly,daniel jolly,daniel jolly,The Werewolf of Texas,73.0,205.0,75.0,Orthodox,False
Daniel,Kelly,1977-10-31,Daniel Kelly,daniel kelly,daniel kelly,,72.0,185.0,70.0,Southpaw,False
Daniel,Lacerda,1996-06-05,Daniel Lacerda,daniel lacerda,daniel lacerda,Miojo,66.0,125.0,70.0,Switch,True
Daniel,Marcos,1993-03-07,Daniel Marcos,daniel marcos,daniel marcos,Soncora,67.0,135.0,69.0,Orthodox,True
Daniel,McWilliams,,Daniel McWilliams,daniel mcwilliams,daniel mcwilliams,The Animal,73.0,185.0,,,False
Daniel,Omielanczuk,1982-08-31,Daniel Omielanczuk,daniel omielanczuk,daniel omielanczuk,,72.0,247.0,74.0,Southpaw,False
Daniel,Pereira,1990-12-13,Daniel Pereira,daniel pereira,daniel pereira,Gaucho,70.0,185.0,,,False
Daniel,Pineda,1985-08-06,Daniel Pineda,daniel pineda,daniel pineda,The Pit,67.0,145.0,69.0,Orthodox,False
Daniel,Puder,1981-10-09,Daniel Puder,daniel puder,daniel puder,,75.0,235.0,,Orthodox,False
Daniel,Roberts,1980-08-05,Daniel Roberts,daniel roberts,daniel roberts,Ninja,70.0,170.0,74.0,Southpaw,False
Daniel,Rodriguez,1986-12-31,Daniel Rodriguez,daniel rodriguez,daniel rodriguez,D-Rod,73.0,170.0,74.0,Southpaw,True
Daniel,Santos,1995-03-12,Daniel Santos,daniel santos,daniel santos,Willycat,67.0,145.0,67.0,Orthodox,True
Daniel,Sarafian,1982-08-21,Daniel Sarafian,daniel sarafian,daniel sarafian,,69.0,185.0,73.0,Orthodox,False
Daniel,Schmitt,,Daniel Schmitt,daniel schmitt,daniel schmitt,,,185.0,,,False
Daniel,Spitz,1990-07-31,Daniel Spitz,daniel spitz,daniel spitz,,79.0,245.0,82.0,Orthodox,False
Daniel,Spohn,1984-10-12,Daniel Spohn,daniel spohn,daniel spohn,Dragon,76.0,205.0,79.0,Southpaw,True
Daniel,Straus,1984-07-27,Daniel Straus,daniel straus,daniel straus,,67.0,145.0,71.0,,False
Daniel,Swain,1991-01-30,Daniel Swain,daniel swain,daniel swain,,69.0,145.0,70.0,Orthodox,True
Daniel,Teymur,1988-02-03,Daniel Teymur,daniel teymur,daniel teymur,Kid Dynamite,65.0,145.0,69.0,Orthodox,False
Daniel,Weichel,1984-11-22,Daniel Weichel,daniel weichel,daniel weichel,The Weasel,70.0,145.0,70.0,,False
Daniel,Zellhuber,1999-07-07,Daniel Zellhuber,daniel zellhuber,daniel zellhuber,Golden Boy,73.0,155.0,77.0,Switch,True
Danielle,Taylor,1989-10-25,Danielle Taylor,danielle taylor,danielle taylor,Dynamite,60.0,115.0,60.0,Orthodox,False
Daniil,Donchenko,2001-08-04,Daniil Donchenko,daniil donchenko,daniil donchenko,,,170.0,,Orthodox,True
Danillo,Villefort,1983-05-08,Danillo Villefort,danillo villefort,danillo villefort,Indio,73.0,185.0,,Orthodox,False
Danilo,Belluardo,1994-07-21,Danilo Belluardo,danilo belluardo,danilo belluardo,Caterpillar,72.0,155.0,74.0,Southpaw,False
Danilo,Marques,1985-12-26,Danilo Marques,danilo marques,danilo marques,,78.0,205.0,77.0,Orthodox,False
Danilo,Suzart,1991-12-04,Danilo Suzart,danilo suzart,danilo suzart,,72.0,260.0,,Orthodox,True
Danni,McCormack,1990-03-15,Danni McCormack,danni mccormack,danni mccormack,Mac,64.0,125.0,62.0,Southpaw,False
Danny,Abbadi,1983-07-03,Danny Abbadi,danny abbadi,danny abbadi,The Assassin,71.0,155.0,,Orthodox,False
Danny,Barlow,1995-08-02,Danny Barlow,danny barlow,danny barlow,LeftHand2God,74.0,185.0,79.0,Southpaw,False
Danny,Castillo,1979-08-25,Danny Castillo,danny castillo,danny castillo,Last Call,69.0,155.0,71.0,Orthodox,False
Danny,Chavez,1987-03-14,Danny Chavez,danny chavez,danny chavez,The Colombian Warrior,68.0,145.0,67.0,Orthodox,False
Danny,Davis,1982-07-28,Danny Davis,danny davis,danny davis,,74.0,170.0,,,False
Danny,Downes,1986-04-08,Danny Downes,danny downes,danny downes,,72.0,155.0,72.0,Orthodox,False
Danny,Henry,1988-07-17,Danny Henry,danny henry,danny henry,The Hatchet,72.0,145.0,73.0,Orthodox,True
Danny,Martinez,1985-06-14,Danny Martinez,danny martinez,danny martinez,The Gremlin,66.0,125.0,67.0,Orthodox,False
Danny,Mitchell,1986-08-08,Danny Mitchell,danny mitchell,danny mitchell,The Cheesecake Assassin,74.0,170.0,,Orthodox,False
Danny,Navarro,1983-05-27,Danny Navarro,danny navarro,danny navarro,,70.0,155.0,,,False
Danny,Roberts,1987-07-14,Danny Roberts,danny roberts,danny roberts,Hot Chocolate,73.0,170.0,74.0,Southpaw,False
Danny,Sabatello,1993-03-31,Danny Sabatello,danny sabatello,danny sabatello,Italian Gangster,70.0,135.0,71.0,Orthodox,True
Danny,Silva,1997-01-30,Danny Silva,danny silva,danny silva,El Puma,71.0,145.0,70.0,Switch,True
Dante,Rivera,2074-12-08,Dante Rivera,dante rivera,dante rivera,,73.0,185.0,,Southpaw,False
Danyelle,Wolf,1983-09-08,Danyelle Wolf,danyelle wolf,danyelle wolf,,71.0,145.0,70.0,Orthodox,False
Danylo,Voievodkin,2000-07-19,Danylo Voievodkin,danylo voievodkin,danylo voievodkin,,76.0,265.0,78.0,Southpaw,False
Daria,Zhelezniakova,1996-01-23,Daria Zhelezniakova,daria zhelezniakova,daria zhelezniakova,Iron Lady,69.0,135.0,68.0,Orthodox,True
Darian,Weeks,1993-11-23,Darian Weeks,darian weeks,darian weeks,,71.0,170.0,72.0,Orthodox,False
Darion,Abbey,1993-02-25,Darion Abbey,darion abbey,darion abbey,,74.0,265.0,80.0,Orthodox,False
Darko,Stosic,1992-02-09,Darko Stosic,darko stosic,darko stosic,,72.0,205.0,76.0,Orthodox,False
Daron,Cruickshank,1985-06-11,Daron Cruickshank,daron cruickshank,daron cruickshank,Detroit Superstar,68.0,155.0,72.0,Switch,False
Darrel,Gholar,,Darrel Gholar,darrel gholar,darrel gholar,,68.0,194.0,,Orthodox,False
Darrell,Horcher,1987-07-28,Darrell Horcher,darrell horcher,darrell horcher,The Saint,70.0,155.0,70.0,Southpaw,False
Darrell,Montague,1987-11-03,Darrell Montague,darrell montague,darrell montague,Mongoose,66.0,125.0,67.0,Southpaw,False
Darren,Elkins,1984-05-16,Darren Elkins,darren elkins,darren elkins,The Damage,70.0,145.0,71.0,Orthodox,True
Darren,Stewart,1990-12-30,Darren Stewart,darren stewart,darren stewart,The Dentist,72.0,205.0,74.0,Orthodox,False
Darren,Till,1992-12-24,Darren Till,darren till,darren till,The Gorilla,72.0,185.0,74.0,Southpaw,False
Darren,Uyenoyama,1979-10-15,Darren Uyenoyama,darren uyenoyama,darren uyenoyama,BC,66.0,125.0,65.0,Orthodox,False
Darrick,Minner,1990-04-28,Darrick Minner,darrick minner,darrick minner,,67.0,145.0,69.0,Orthodox,False
Darrill,Schoonover,1985-07-18,Darrill Schoonover,darrill schoonover,darrill schoonover,The Boss,74.0,220.0,,Orthodox,False
Darrion,Caldwell,1987-12-19,Darrion Caldwell,darrion caldwell,darrion caldwell,The Wolf,70.0,135.0,,,False
Darrius,Flowers,1994-08-25,Darrius Flowers,darrius flowers,darrius flowers,Beast Mode,69.0,155.0,71.0,Orthodox,True
Darryl,Cobb,1980-08-04,Darryl Cobb,darryl cobb,darryl cobb,,69.0,185.0,,,False
Dashawn,Boatwright,1988-02-29,Dashawn Boatwright,dashawn boatwright,dashawn boatwright,Buck the 400-pound Silverback,72.0,205.0,,Orthodox,True
Dashon,Johnson,1988-01-25,Dashon Johnson,dashon johnson,dashon johnson,Flyboy,67.0,145.0,,Orthodox,False
Dave,Beneteau,,Dave Beneteau,dave beneteau,dave beneteau,Dangerous,74.0,250.0,,Orthodox,False
Dave,Berry,,Dave Berry,dave berry,dave berry,,,,,,False
Dave,Cochran,2073-05-10,Dave Cochran,dave cochran,dave cochran,,66.0,155.0,,,False
Dave,Courchaine,,Dave Courchaine,dave courchaine,dave courchaine,,68.0,170.0,,,False
Dave,Dalgliesh,1978-04-05,Dave Dalgliesh,dave dalgliesh,dave dalgliesh,,74.0,205.0,,Orthodox,False
Dave,Galera,1978-01-12,Dave Galera,dave galera,dave galera,Scarecrow,71.0,135.0,,Orthodox,False
Dave,Herman,1984-10-03,Dave Herman,dave herman,dave herman,,76.0,242.0,77.0,Orthodox,False
Dave,Jansen,1979-08-21,Dave Jansen,dave jansen,dave jansen,,69.0,155.0,73.0,Orthodox,False
Dave,Martin,,Dave Martin,dave martin,dave martin,,72.0,205.0,,,False
Dave,Menne,2074-07-29,Dave Menne,dave menne,dave menne,The Warrior,70.0,170.0,,Orthodox,False
Dave,Phillips,1980-01-12,Dave Phillips,dave phillips,dave phillips,The Rockstar,72.0,185.0,,Orthodox,False
Dave,Rickels,1989-01-05,Dave Rickels,dave rickels,dave rickels,The Caveman,71.0,155.0,,,False
Dave,Strasser,2069-07-13,Dave Strasser,dave strasser,dave strasser,,70.0,170.0,,Orthodox,False
Dave,Terrel,1978-05-10,Dave Terrel,dave terrel,dave terrel,The Bionic,68.0,170.0,,Southpaw,False
Dave,Zitanick,1980-03-05,Dave Zitanick,dave zitanick,dave zitanick,,,170.0,,,False
Davey,Grant,1985-12-18,Davey Grant,davey grant,davey grant,Dangerous,68.0,135.0,69.0,Orthodox,True
Davi,Bittencourt,1994-10-12,Davi Bittencourt,davi bittencourt,davi bittencourt,The Black,65.0,135.0,65.0,Orthodox,False
Davi,Ramos,1986-11-05,Davi Ramos,davi ramos,davi ramos,Tasmanian Devil,66.0,155.0,70.0,Orthodox,False
David,Abbott,2065-04-26,David Abbott,david abbott,david abbott,Tank,72.0,265.0,,Switch,False
David,Avellan,,David Avellan,david avellan,david avellan,,69.0,185.0,,Orthodox,False
David,Baron,2073-02-15,David Baron,david baron,david baron,,66.0,155.0,,Switch,False
David,Barrios,,David Barrios,david barrios,david barrios,,66.0,145.0,,,False
David,Bielkheden,1979-06-06,David Bielkheden,david bielkheden,david bielkheden,,70.0,155.0,71.0,Orthodox,False
David,Blanco,,David Blanco,david blanco,david blanco,,67.0,145.0,,,False
David,Branch,1981-09-26,David Branch,david branch,david branch,,73.0,185.0,78.0,Orthodox,False
David,Dodd,2073-09-22,David Dodd,david dodd,david dodd,,74.0,200.0,,Orthodox,False
David,Douglas,1981-08-16,David Douglas,david douglas,david douglas,Tarzan,71.0,155.0,,,False
David,Dvorak,1992-06-05,David Dvorak,david dvorak,david dvorak,Undertaker,65.0,125.0,68.0,Orthodox,True
David,Gardner,1977-05-17,David Gardner,david gardner,david gardner,,71.0,155.0,,Orthodox,False
David,Gomez,1983-08-08,David Gomez,david gomez,david gomez,,,155.0,,,False
David,Heath,1976-02-10,David Heath,david heath,david heath,,71.0,205.0,72.0,Orthodox,False
David,Hood,,David Hood,david hood,david hood,,72.0,200.0,,,False
David,Hulett,1980-09-07,David Hulett,david hulett,david hulett,Hollywood,70.0,170.0,,,False
David,Kaplan,1979-11-16,David Kaplan,david kaplan,david kaplan,Diamond,67.0,155.0,,Orthodox,False
David,Lee,,David Lee,david lee,david lee,,70.0,155.0,,Orthodox,False
David,Levicki,,David Levicki,david levicki,david levicki,,77.0,275.0,,,False
David,Loiseau,1979-12-17,David Loiseau,david loiseau,david loiseau,The Crow,72.0,185.0,76.0,Orthodox,False
David,Marshall,1984-08-24,David Marshall,david marshall,david marshall,,74.0,170.0,,,False
David,Martinez,1998-08-03,David Martinez,david martinez,david martinez,,65.0,135.0,67.0,Orthodox,True
David,Mgoyan,2004-06-25,David Mgoyan,david mgoyan,david mgoyan,,69.0,145.0,70.0,Orthodox,False
David,Michaud,1988-11-10,David Michaud,david michaud,david michaud,BullDawg,69.0,155.0,,Orthodox,False
David,Mitchell,1979-10-24,David Mitchell,david mitchell,david mitchell,Daudi,72.0,170.0,75.0,Orthodox,False
David,Onama,1994-06-07,David Onama,david onama,david onama,,71.0,145.0,74.0,Orthodox,True
David,Rasouri,,David Rasouri,david rasouri,david rasouri,,67.0,155.0,,,False
David,Roberts,2075-11-15,David Roberts,david roberts,david roberts,,73.0,170.0,,Orthodox,False
David,Smith,,David Smith,david smith,david smith,,,155.0,,,False
David,Terrell,1978-01-09,David Terrell,david terrell,david terrell,The Soul Assassin,73.0,185.0,,Southpaw,False
David,Teymur,1989-05-01,David Teymur,david teymur,david teymur,,69.0,155.0,73.0,Southpaw,True
David,Velasquez,,David Velasquez,david velasquez,david velasquez,Little,65.0,145.0,,Orthodox,False
David,Zawada,1990-08-01,David Zawada,david zawada,david zawada,Sagat,72.0,170.0,75.0,Orthodox,False
Dayana,Silva,1990-08-27,Dayana Silva,dayana silva,dayana silva,,67.0,135.0,,Orthodox,False
DeAnna,Bennett,1984-11-18,DeAnna Bennett,deanna bennett,deanna bennett,The Argentine Assassin,64.0,125.0,68.0,Orthodox,False
DeMarco,Villalona,,DeMarco Villalona,demarco villalona,demarco villalona,,69.0,185.0,,,False
Dean,Barry,1992-07-03,Dean Barry,dean barry,dean barry,The Sniper,70.0,170.0,72.0,Orthodox,False
Dean,Hancock,,Dean Hancock,dean hancock,dean hancock,The Hammer,,155.0,,,False
Dean,Lister,1976-02-13,Dean Lister,dean lister,dean lister,The Boogeyman,73.0,185.0,75.0,Orthodox,False
Deiveson,Figueiredo,1987-12-18,Deiveson Figueiredo,deiveson figueiredo,deiveson figueiredo,Deus da Guerra,65.0,135.0,68.0,Orthodox,True
Deividas,Taurosevicius,1977-08-28,Deividas Taurosevicius,deividas taurosevicius,deividas taurosevicius,,69.0,145.0,68.0,Southpaw,False
Del,Hawkins,,Del Hawkins,del hawkins,del hawkins,The Filipino Delight,65.0,135.0,,Orthodox,False
Delson,Heleno,1977-11-16,Delson Heleno,delson heleno,delson heleno,Pe De Chumbo,71.0,185.0,,Orthodox,False
Demba,Seck,1994-07-20,Demba Seck,demba seck,demba seck,Black Tiger,,145.0,,,False
Demetrious,Johnson,1986-08-13,Demetrious Johnson,demetrious johnson,demetrious johnson,Mighty Mouse,63.0,125.0,66.0,Orthodox,False
Demetrius,Gioulacos,,Demetrius Gioulacos,demetrius gioulacos,demetrius gioulacos,,71.0,185.0,,,False
Demian,Maia,1977-11-06,Demian Maia,demian maia,demian maia,,73.0,170.0,72.0,Southpaw,False
Deni,Daffa,1999-09-08,Deni Daffa,deni daffa,deni daffa,,72.0,155.0,74.0,Orthodox,False
Denis,Kang,1977-09-17,Denis Kang,denis kang,denis kang,,71.0,185.0,77.0,Orthodox,False
Denis,Sobolev,,Denis Sobolev,denis sobolev,denis sobolev,,75.0,216.0,,Orthodox,False
Denis,Stojnic,1980-02-02,Denis Stojnic,denis stojnic,denis stojnic,,72.0,245.0,,Orthodox,False
Denis,Tiuliulin,1988-05-17,Denis Tiuliulin,denis tiuliulin,denis tiuliulin,,73.0,185.0,77.0,Orthodox,True
Denise,Gomes,1999-12-30,Denise Gomes,denise gomes,denise gomes,Dee,62.0,115.0,63.0,Orthodox,True
Dennis,Bermudez,1986-12-13,Dennis Bermudez,dennis bermudez,dennis bermudez,The Menace,66.0,155.0,66.0,Orthodox,False
Dennis,Bryant,1985-10-18,Dennis Bryant,dennis bryant,dennis bryant,The Beard,72.0,205.0,,Orthodox,False
Dennis,Buzukja,1997-10-01,Dennis Buzukja,dennis buzukja,dennis buzukja,The Great,69.0,145.0,70.0,Switch,True
Dennis,Dombrow,1986-03-17,Dennis Dombrow,dennis dombrow,dennis dombrow,,,145.0,,,False
Dennis,Hallman,2075-12-02,Dennis Hallman,dennis hallman,dennis hallman,Superman,69.0,155.0,72.0,Orthodox,False
Dennis,Olson,,Dennis Olson,dennis olson,dennis olson,,72.0,170.0,,,False
Dennis,Reed,,Dennis Reed,dennis reed,dennis reed,,,205.0,,Orthodox,False
Dennis,Siver,1979-01-13,Dennis Siver,dennis siver,dennis siver,,66.0,145.0,70.0,Orthodox,False
Denys,Bondar,1992-06-27,Denys Bondar,denys bondar,denys bondar,Psycho,66.0,125.0,69.0,Orthodox,True
Denzel,Freeman,1991-11-10,Denzel Freeman,denzel freeman,denzel freeman,Luke Fox,,265.0,,Southpaw,True
Dequan,Townsend,1986-05-11,Dequan Townsend,dequan townsend,dequan townsend,The Tarantula,75.0,205.0,79.0,Orthodox,False
Derek,Anderson,1990-02-02,Derek Anderson,derek anderson,derek anderson,Barbaric,72.0,155.0,,,False
Derek,Bohi,,Derek Bohi,derek bohi,derek bohi,Marshmallow,76.0,260.0,,,False
Derek,Brunson,1984-01-04,Derek Brunson,derek brunson,derek brunson,The One,73.0,185.0,77.0,Southpaw,False
Derek,Campos,1988-04-01,Derek Campos,derek campos,derek campos,The Stallion,69.0,155.0,,,False
Derek,Downey,1980-04-27,Derek Downey,derek downey,derek downey,,73.0,185.0,,Orthodox,False
Derek,Getzel,,Derek Getzel,derek getzel,derek getzel,The Pretzel,72.0,155.0,,,False
Deron,Winn,1989-06-13,Deron Winn,deron winn,deron winn,,66.0,185.0,70.0,Orthodox,False
Derrick,Burnsed,,Derrick Burnsed,derrick burnsed,derrick burnsed,,,155.0,,,False
Derrick,Krantz,1988-01-13,Derrick Krantz,derrick krantz,derrick krantz,D-Rock,70.0,170.0,72.0,Orthodox,False
Derrick,Lewis,1985-02-07,Derrick Lewis,derrick lewis,derrick lewis,The Black Beast,75.0,260.0,79.0,Orthodox,True
Derrick,Mehmen,1985-05-30,Derrick Mehmen,derrick mehmen,derrick mehmen,Caveman,76.0,205.0,,,False
Derrick,Noble,1978-08-14,Derrick Noble,derrick noble,derrick noble,The Eraser,69.0,170.0,,Southpaw,False
Deshaun,Johnson,,Deshaun Johnson,deshaun johnson,deshaun johnson,,,167.0,,,False
Desmond,Green,1989-10-11,Desmond Green,desmond green,desmond green,The Predator,70.0,155.0,73.0,Southpaw,False
Desmond,Torres,1997-01-06,Desmond Torres,desmond torres,desmond torres,,66.0,135.0,69.0,Orthodox,False
Devin,Clark,1990-04-12,Devin Clark,devin clark,devin clark,Brown Bear,72.0,205.0,75.0,Orthodox,True
Devin,Cole,1976-10-01,Devin Cole,devin cole,devin cole,,76.0,240.0,,Orthodox,False
Devin,Johnson,,Devin Johnson,devin johnson,devin johnson,,,,,,False
Devin,Powell,1988-03-01,Devin Powell,devin powell,devin powell,,72.0,155.0,73.0,Orthodox,False
Devin,Smyth,1995-07-21,Devin Smyth,devin smyth,devin smyth,,70.0,170.0,72.0,Switch,True
Devonte,Smith,1993-07-30,Devonte Smith,devonte smith,devonte smith,King Kage,69.0,155.0,76.0,Orthodox,False
Dewey,Cooper,,Dewey Cooper,dewey cooper,dewey cooper,The Black Cobra,,205.0,,,False
Dhafir,Harris,1977-08-04,Dhafir Harris,dhafir harris,dhafir harris,Dada 5000,,257.0,,,False
Dhiego,Lima,1989-01-31,Dhiego Lima,dhiego lima,dhiego lima,,74.0,170.0,75.0,Orthodox,False
Diana,Belbita,1996-06-26,Diana Belbita,diana belbita,diana belbita,The Warrior Princess,67.0,125.0,68.0,Orthodox,False
Diego,Brandao,1987-05-27,Diego Brandao,diego brandao,diego brandao,DB,67.0,145.0,64.0,Orthodox,False
Diego,Ferreira,1985-01-18,Diego Ferreira,diego ferreira,diego ferreira,,69.0,155.0,74.0,Orthodox,True
Diego,Henrique da Silva,1986-08-22,Diego Henrique da Silva,diego henrique da silva,diego henrique da silva,Gaucho,74.0,185.0,,Orthodox,True
Diego,Lopes,1994-12-30,Diego Lopes,diego lopes,diego lopes,,71.0,145.0,72.0,Orthodox,True
Diego,Nunes,1982-11-30,Diego Nunes,diego nunes,diego nunes,The Gun,66.0,145.0,67.0,Orthodox,False
Diego,Rivas,1991-11-11,Diego Rivas,diego rivas,diego rivas,Pitbull,68.0,145.0,69.0,Orthodox,False
Diego,Sanchez,1981-12-31,Diego Sanchez,diego sanchez,diego sanchez,Nightmare,70.0,170.0,72.0,Southpaw,False
Diego,Saraiva,1982-04-23,Diego Saraiva,diego saraiva,diego saraiva,The Octopus,66.0,155.0,,Orthodox,False
Dieusel,Berto,,Dieusel Berto,dieusel berto,dieusel berto,,69.0,200.0,,,False
Dileno,Lopes,1984-09-26,Dileno Lopes,dileno lopes,dileno lopes,,65.0,135.0,,,False
Dillon,Smith,,Dillon Smith,dillon smith,dillon smith,,72.0,170.0,,,False
Dimitiri,Wanderley,,Dimitiri Wanderley,dimitiri wanderley,dimitiri wanderley,,,205.0,,Orthodox,False
Din,Thomas,1976-09-28,Din Thomas,din thomas,din thomas,Dinyero,69.0,155.0,,Orthodox,False
Ding,Meng,1994-09-27,Ding Meng,ding meng,ding meng,The Assassin,74.0,170.0,73.0,Orthodox,True
Dinis,Paiva Jr.,1988-05-26,Dinis Paiva Jr.,dinis paiva jr,dinis paiva jr,Sweetbread,69.0,145.0,71.0,Southpaw,False
Dino,Pezao,,Dino Pezao,dino pezao,dino pezao,,,205.0,,Orthodox,False
Dion,Staring,1978-06-09,Dion Staring,dion staring,dion staring,Soldier,73.0,235.0,,Orthodox,False
Dione,Barbosa,1992-05-08,Dione Barbosa,dione barbosa,dione barbosa,The Witch,66.0,125.0,66.0,Orthodox,True
Diyar,Nurgozhay,1997-04-22,Diyar Nurgozhay,diyar nurgozhay,diyar nurgozhay,,74.0,205.0,74.0,Southpaw,True
Djani,Barbir,,Djani Barbir,djani barbir,dani barbir,,,185.0,,,False
Djorden,Santos,1997-08-01,Djorden Santos,djorden santos,djorden santos,Shakur,72.0,185.0,75.0,Orthodox,True
Dmitri,Stepanov,,Dmitri Stepanov,dmitri stepanov,dmitri stepanov,,75.0,217.0,,Orthodox,False
Dmitrii,Smoliakov,1982-08-05,Dmitrii Smoliakov,dmitrii smoliakov,dmitrii smoliakov,The Lifeguard,74.0,253.0,74.0,Switch,False
Dmitry,Poberezhets,1985-06-11,Dmitry Poberezhets,dmitry poberezhets,dmitry poberezhets,,75.0,237.0,,,False
Dmitry,Sosnovskiy,1989-07-06,Dmitry Sosnovskiy,dmitry sosnovskiy,dmitry sosnovskiy,Wicked Machine,75.0,240.0,77.0,Orthodox,False
Dokonjonosuke,Mishima,2072-04-19,Dokonjonosuke Mishima,dokonjonosuke mishima,dokonjonosuke mishima,,67.0,155.0,,Southpaw,False
Dom,Mar Fan,2000-03-19,Dom Mar Fan,dom mar fan,dom mar fan,Street Buddha,71.0,155.0,75.0,Orthodox,True
